Eigenvector centrality,Closeness centrality,Betweenness centrality,Degree centrality,Optimal
0.42580029521515933,0.474567642965937,0.29811258315417233,0.37992734627625446,0.25905570086874297
0.41717191849828017,0.48070194303391867,0.2771014769685454,0.3900158220691226,0.24415821509002297
0.41655391495212346,0.48043606934312355,0.2763995509089667,0.3897374517749753,0.24316764053795265
0.41612575174890587,0.4809315781988926,0.2755271863548047,0.3896006369727507,0.242616118720397
0.41563293415302865,0.48094523075283235,0.27491297554389593,0.38955554132568915,0.2421398472877071
0.41512276549535365,0.4814470754085695,0.2744328833232459,0.3893765043489303,0.24164894314609853
0.4146347105580996,0.48139081465571654,0.27406087491261744,0.38871259219130705,0.2412049382745911
0.4142776378431939,0.4813298861894725,0.27357343455343797,0.3887813725097866,0.2406944073838938
0.413508950233125,0.48132827591299254,0.2734097295286725,0.3886410988790783,0.2404587346731392
0.4135521757951129,0.48109024508175574,0.27314427944640846,0.38844688604603644,0.24035218031658767
0.41337123143710497,0.48083667625911986,0.2727180369946845,0.3880033153014305,0.2400645959076847
0.4131551374090722,0.4814375527565463,0.27224568886466655,0.3876480432945787,0.23994064627215184
0.4131789003851762,0.4815667343357547,0.27180688013551,0.387801744381204,0.23987465509074138
0.412658504145374,0.48179887453896586,0.2717583059872948,0.3878749304399455,0.23939015901599228
0.41218105120778525,0.48158809056817264,0.27168507751059434,0.38810185525912416,0.23918298321943257
0.411680389383437,0.48177596459547256,0.27144681128621223,0.387934852284193,0.23922212400023235
0.4115160906924825,0.48184156043703974,0.2712664595245767,0.38789544412498395,0.23887062724940372
0.4108281622703355,0.482011269372078,0.27096208496468,0.3877487766875369,0.23854342120853536
0.41035793375512897,0.4818346969520749,0.27080139542439124,0.3875890398569935,0.23845420430003042
0.4100955976392334,0.48183357636122787,0.2703810372762177,0.3878350905569866,0.2383994006740901
0.40975989984306965,0.48138624326803947,0.27011911655987936,0.3874766472712301,0.23815051058432615
0.4095220969739625,0.4814601351433057,0.2700510115034802,0.3874965125634742,0.23794365453235794
0.4093846106975242,0.48188302147863826,0.26994636037424646,0.3874154461792279,0.2380378243143258
0.4091339828526021,0.4819288506362781,0.2699569339927526,0.3875209899799965,0.23797786496047824
0.40916441756498884,0.4820805214482849,0.26977824490841573,0.3877374218692038,0.23799819547508141
0.40886557330030293,0.4818090064175271,0.2697014821030315,0.3875795679588481,0.23791044046010185
0.4086398691051971,0.4821520396922992,0.2694543848304374,0.38763346303408247,0.2381286149275119
0.4082469216835855,0.4821016337748167,0.2694304748247361,0.38741952846744876,0.2379452061039182
0.40796579222757967,0.48202258801357295,0.2694999441292896,0.38731356037810355,0.2379462418179488
0.40771425989476795,0.4819175329473627,0.2694883727026248,0.3872893794713578,0.2377457313147623
0.40750828556681173,0.4818175543217082,0.26936127212070904,0.38688399415190317,0.23772258581671354
0.4074117134383811,0.4817999561431159,0.2693219001596883,0.38670793774960577,0.2377809122764152
0.4072497266637532,0.4820785817134214,0.2692033241596121,0.38680866607148,0.2377423037108718
0.40728869017720865,0.4820467964017981,0.2690348771043428,0.38680226633123027,0.2376531190090856
0.40725087518291947,0.4819096221742303,0.26889687413529195,0.3867544209765891,0.23746309022375311
0.4068457111844939,0.4819939592957032,0.26886115082258294,0.3867075328202532,0.2373797641447032
0.40686585757580085,0.4815519582564414,0.26879426012755325,0.3866154374400747,0.237365146691293
0.40681152426431133,0.48161489736440094,0.2686254287167034,0.386685409344896,0.23730303739457817
0.40682255226477704,0.4815815330235735,0.26842822095861973,0.38668289127457833,0.23722163644760144
0.40664982045380005,0.48139856250929985,0.2682458173560517,0.3866314450864822,0.23708634604606765
0.40641415640453227,0.48154150647053645,0.26820022272868344,0.38635068699834396,0.23699619680783093
0.40641161731328723,0.4817273644389676,0.26799255458883303,0.3863698559385312,0.23711369281717798
0.40651393952964826,0.4815419200851293,0.26810678958696726,0.3862967056968166,0.23711687815833274
0.40639759504701667,0.4817011119226614,0.2679616726809356,0.3862175433830137,0.23707169226979738
0.40614157847668897,0.4817560135912336,0.2679456607241919,0.38599796637858635,0.23706565926884599
0.4060516815823552,0.4817706796613269,0.26776662206133633,0.38610443222768903,0.23722852558857688
0.4060075421085424,0.48179686593669385,0.2676897345320063,0.38609478167998457,0.23718472168824567
0.4060009551279698,0.481521078554354,0.26770316614675765,0.3861156298156144,0.23717284739878963
0.4058184324268864,0.48137368918690526,0.2677356241262987,0.38637939643339314,0.23703148000399027
0.40569017360884857,0.4814208864873356,0.2677888920093072,0.3863347278726556,0.23703321662084217
0.405586770763293,0.4813404513335788,0.2675800110057842,0.38626991078147976,0.23699057025822848
0.4056512091836339,0.481356110749132,0.2676758732471492,0.38636708330635744,0.2368582073969649
0.4053471399218132,0.4814835655465789,0.2676665888428372,0.3862963375646024,0.2368287888027411
0.40519518340548627,0.48150547407224636,0.267535787089677,0.386129121308222,0.23686685433553797
0.4051305802542378,0.48147640749462667,0.2674925498172229,0.38618385954933987,0.23674768132593432
0.40507379615547473,0.4814278595731166,0.26742939509001645,0.386256792541741,0.23684769267609285
0.40490482533348343,0.4813388405891192,0.26747718855797636,0.3862086227238795,0.2367484940250929
0.40460688623812774,0.48123927609451495,0.26743364922359325,0.3864629015119147,0.2366693546000282
0.40454427339123983,0.481213384915457,0.2674435292529869,0.38632589684827506,0.23665671924759396
0.40449588265205105,0.48117125113221126,0.2673231249918719,0.3862895302753944,0.2365286162158302
0.4044827069133712,0.48095312323825906,0.26739922696583596,0.3862307308739547,0.23647393293591756
0.40433574425722424,0.4807021466335514,0.26746128115650436,0.386006558366058,0.2364564103282035
0.40443606060227816,0.48061625252038,0.2673465754103876,0.3860627124275732,0.23655899189576096
0.40440841484148415,0.4805510363763643,0.26726270724181345,0.38604433417012163,0.2365878208487296
0.40431510211473554,0.4804575783554736,0.2672684694805205,0.3861852459142492,0.23663328844768056
0.40433557565087536,0.480290408112713,0.2673398438272675,0.386211675041086,0.23666091577487758
0.4043418357295749,0.48030043124401295,0.26727007869459823,0.3861513193266417,0.2366652158502309
0.4044365720188814,0.4803404731737261,0.26705976711630264,0.38623182767431125,0.23661927793695292
0.4043014838239615,0.4803579654777955,0.26696379003108356,0.38621293267655155,0.23653232153993126
0.4041754810813666,0.4804436371465929,0.26686192892715926,0.38635453199904735,0.23655703237747022
0.4040997412919739,0.4804825229729347,0.26687394033568457,0.3862072223951568,0.23661678598320227
0.40403596173932105,0.4804136247539391,0.2669178248779451,0.3862035491541389,0.23663884243162855
0.40391518992589787,0.4804892378819975,0.2669342103940327,0.38613869429374426,0.23655558668614643
0.40382162486307543,0.4804260492767036,0.26695010685113707,0.38613343481035245,0.2365289295163801
0.40390225748938624,0.4804231066077958,0.2669524506944952,0.38623042544447894,0.23647990597158242
0.4038093829491151,0.48037249750073335,0.26689053519979167,0.3860348772033849,0.2363977270452256
0.4039305393732831,0.48032297313060834,0.26691679342885927,0.38598926158983193,0.23629195486837834
0.4040193716945101,0.48056659269002777,0.26684187492793465,0.3859814469613193,0.23635454271899656
0.404015581088936,0.4804959496105405,0.266794153309111,0.3859591515360546,0.23641575055964087
0.4038231500763605,0.4804746833978846,0.2668940353216954,0.3861298277642599,0.23644837380162642
0.4037725482898376,0.4804703254886794,0.26688642182475325,0.3861189957886293,0.23639835961889705
0.403714450286252,0.4803909721864532,0.2668834151959231,0.3860792677762563,0.2364736633271667
0.40381215661371656,0.4802138616035702,0.26689571221114905,0.3861866651524788,0.23640901701501382
0.4037648024627155,0.480280875723901,0.2669211509508599,0.38628143999526227,0.2363976467437236
0.4036578350865218,0.48015749615192305,0.2669146640557242,0.3862610289446279,0.23641023595105864
0.4035376179033214,0.4801860856335146,0.2668098112466204,0.38627750096892316,0.2364540988174116
0.40346179153299244,0.48013616192888214,0.26678918537496255,0.386286858558885,0.2365641802941833
0.40350216253605375,0.4801599212843168,0.2667212569076205,0.386357058526,0.236554765548104
0.40338370975732496,0.4801317621686429,0.2666502456467957,0.3862017482464303,0.23647981747712013
0.40332169828845066,0.48000634135235587,0.26673129324219785,0.3861388553455659,0.23640836643584037
0.4031898419733082,0.4800665727398037,0.2667096900649996,0.3861344473021622,0.23638699565995772
0.4031024009985299,0.4799993960010962,0.26676888177701036,0.386091664572015,0.23641005156178846
0.4031159538995643,0.48004936970878553,0.26673842673481346,0.3860547892873402,0.23649199861147518
0.4030579892421555,0.4800030283740774,0.2667710791364889,0.386016663716954,0.23641613194945976
0.40302896959690937,0.4798777285074904,0.2667016375017724,0.3859775577697132,0.23637664343310613
0.4031623171250118,0.47992190742202995,0.26671664079719903,0.385866322249168,0.2364596388815567
0.4030589970812627,0.47982001837240074,0.2667544504183802,0.3858317290033908,0.23641368597423404
0.403048997182187,0.4798369758944394,0.2667242276282081,0.3858414768810595,0.23642220984340592
0.4030965072231308,0.47991715381832867,0.2667147577113775,0.38572808178844764,0.23641805005513228
0.403080303025681,0.47978807463038453,0.2666430682450029,0.38566512115582224,0.23640420625227226
0.40309101141941467,0.4798032810119009,0.2665882626151651,0.3855703672705502,0.23640051289723538
0.40308854035051384,0.4797887793086238,0.2665588326597349,0.38556124677481063,0.23641282919012135
0.403084069697592,0.47976963970322567,0.26644525706212335,0.38551839378127584,0.23643984792232267
0.40296925300358877,0.4798119077888731,0.26641949761313494,0.3854715119653903,0.23640757919512295
0.4028629337843241,0.4798108087314299,0.26637349289947665,0.38539922623340417,0.23636136696580207
0.40287723094128053,0.4796649087064408,0.2662902171001076,0.3853324148128135,0.2363907652254695
0.40274902455132416,0.4795547116464642,0.2663175410239821,0.38522766076174825,0.23643547030143192
0.402766165548556,0.47954894361126765,0.2663669666365046,0.38510396530076296,0.23642547953520854
0.40263531791812324,0.47958064536077705,0.26629404291647646,0.38500501574601076,0.23648184040557307
0.4025931457998959,0.47956119714502077,0.26627746100217753,0.3849983160832945,0.23638963185598222
0.40259365906678646,0.47960917213375087,0.2661849500461413,0.3849727225975049,0.2363833327402358
0.40252823082869804,0.47966995546945407,0.26615381917474473,0.38495193703581976,0.2364895121658735
0.4025260957070613,0.4797672880084072,0.26605514620004467,0.3849590195970831,0.23657785763968578
0.40246356034560415,0.4797081124850026,0.26600272547176945,0.38489681415628135,0.23660824396332653
0.40261048739099653,0.47970367441216744,0.26599968229588056,0.3848675515059567,0.23660869101075538
0.40250954076822204,0.47980750315247617,0.265981148125471,0.38477431969114967,0.23658761464371883
0.40239555467239885,0.4797084091239896,0.266024878112951,0.3848377415403721,0.2365146516773056
0.40227540383649607,0.4796836195238803,0.2660215234379603,0.38476782862567377,0.23650852718987853
0.40224862809197914,0.47974607715498896,0.2659719897001504,0.38474026470063016,0.2364393206457033
0.40222867109570315,0.4798475950318108,0.26597097524793645,0.38470991950150774,0.23650554418566122
0.40223463066360376,0.479727161320853,0.26595665646951194,0.3847241505968686,0.2364881891955374
0.4021915692019719,0.47972987820237284,0.265939389394051,0.3847725988596245,0.2364781627878979
0.40212716376927965,0.47962807325662543,0.26596430656959374,0.3847376886761902,0.23645577761334258
0.40205368108135026,0.4796398206990251,0.26588891731979974,0.3847538192820274,0.23648647623410216
0.40207897882854104,0.4796173048101554,0.2659229446593394,0.38472600916613015,0.2364471319530794
0.4020957494537363,0.47963618154679977,0.26595305129500224,0.3847323512059877,0.23646953041846694
0.40213781057012304,0.4795596046999211,0.2660736145081918,0.3847253544825719,0.2364699895605673
0.402203195824734,0.47960684493836847,0.2661585797953755,0.3847077477786581,0.2364247141794384
0.40217901921059995,0.47962567805478384,0.26618105774207,0.38469129561862075,0.2363742787468946
0.402032630694423,0.4797107279721344,0.2661655916694754,0.3847253942937957,0.23645432350842466
0.4020681657558543,0.47965688332661355,0.26618563624433317,0.3847396196069095,0.23646603117669596
0.40207525842977476,0.4797295300209271,0.26632556373799343,0.3847041152598503,0.23649415520385264
0.40209558675467083,0.4796632833294092,0.2663063138931579,0.3846635138506921,0.2364908606387255
0.4020948616440462,0.4796869334600797,0.2662467833249169,0.38462892916209024,0.23654536934302348
0.40216134264684594,0.47972006334936473,0.26630381969234956,0.3846131174851118,0.236535851554986
0.4021489794228023,0.47960638021229496,0.26628543616578415,0.3844932353827176,0.23652958850094763
0.4022244266171806,0.4795974700998165,0.26629726407363147,0.38450952272124284,0.23655396238612297
0.4021638357043607,0.47960940831628035,0.2662936707330356,0.38449658422996746,0.2365741669007984
0.40216753816154366,0.4796438999878234,0.26636375823821645,0.3844642729619815,0.23655998232105974
0.4020798779421408,0.47958339087712415,0.2662494686005392,0.3844463012923386,0.2365771158407657
0.4021326707881709,0.47953352379507036,0.2662025297964581,0.38446498676121404,0.2365582178162442
0.4021589428311426,0.47955065323513263,0.2661688076594676,0.38436558703196066,0.23660066027738236
0.40217654435601835,0.47969114084970615,0.2661268899344611,0.3844022546419452,0.23667447201545633
0.4021472811703187,0.4796873044046358,0.2660832430061095,0.38445527821871983,0.23662886660291627
0.40216948180556794,0.47964060815127574,0.26606273095544997,0.38442435203263725,0.23664992679103913
0.40208486230574225,0.4795231717366705,0.2660411419092559,0.3843404937740355,0.23670339689752712
0.40213010839509555,0.47955607849935866,0.26595544703898283,0.3842972314992393,0.23675012742291313
0.40206083988473135,0.47951418650684874,0.2658941978894279,0.38424958395294534,0.23674974645785907
0.40206140670565244,0.47948602874446067,0.265906278107597,0.3842947937959402,0.2367537183855973
0.4020126699035449,0.47945153039258537,0.2658644109736238,0.38429136137958536,0.23662598290129117
0.4019859985927035,0.47947930121689075,0.26587996952403603,0.38425726187758896,0.23661478029557936
0.40196801690852485,0.47946944007368736,0.26587924346280445,0.3842547791372426,0.23660198828363257
0.4019817529416394,0.4794459533867415,0.265838946769533,0.3843157422187049,0.23661297989163055
0.40199211561223147,0.47947810699230187,0.26580170931390007,0.38427074032330105,0.23668145289461315
0.4018970479815089,0.4795677459679403,0.2658178968180728,0.3843055881145045,0.2366885990246965
0.4019635441956962,0.4795801759816639,0.26577249063538333,0.38431994221962357,0.23673664806006348
0.4019302596782363,0.47948639648806785,0.2657820958752032,0.3842321218684221,0.2367714553561756
0.40186095200674615,0.4794297697748051,0.26571347323065014,0.38421417056789525,0.2367322936292149
0.4017672270185956,0.47937960490406606,0.26568840033211993,0.384263647636179,0.23674201569755718
0.4017986783556571,0.4794056901997325,0.2655960682634088,0.38428195444104757,0.23675330150965715
0.4017680178935683,0.4794391538072157,0.2656305557324858,0.38426627637338856,0.2368122760397928
0.40169856465561493,0.4794614946539423,0.2656061835934954,0.3842400417848555,0.23682525569232624
0.4016272515844121,0.4794167101502217,0.2655724830908503,0.3841934864052229,0.236821029365546
0.40165017863098246,0.4793902869739427,0.2655219458316449,0.38418750298659343,0.23686008471933787
0.401655862511623,0.47939632989763975,0.26554321130907194,0.3840899292794413,0.23687946732507303
0.40168401731439174,0.4793852345391607,0.2655316415547204,0.38406435751900897,0.2368897180940546
0.4016635390264187,0.47938106016390636,0.26553299571855365,0.3840433414754849,0.23688143485893887
0.4015954856678183,0.4793574620766321,0.26549495849447796,0.38406577065222924,0.23690601916074078
0.4015038058604028,0.4793611119839911,0.26541413594002417,0.3840883251626724,0.23696084056461567
0.4015029849741333,0.4792959185036412,0.2654153133442296,0.384026776544484,0.23688015929049236
0.4014209765342429,0.47925318549737195,0.2654365215701394,0.3840243094446805,0.23687052275194823
0.40151643840390033,0.47925047033813484,0.26544350128444144,0.3840441002772362,0.23686873454383792
0.40154786545107624,0.4792507040518229,0.2654806443753917,0.38406043670619694,0.23688085067672943
0.401563995372983,0.47925589125929213,0.26549670710379836,0.3841460644325411,0.2368592591447423
0.40153766504718796,0.47927690378410925,0.2655191332554839,0.38412201032805626,0.23689074936547164
0.40156565129327954,0.479229712375454,0.2654737712271363,0.38418857436380277,0.23689132270879756
0.40153575359105753,0.479194525300463,0.2654875732985897,0.38417674436117016,0.23687077876751922
0.4015911922593264,0.47914760251401506,0.26547781856280767,0.384185377881874,0.23692733221687234
0.40151027887817087,0.4791729566349939,0.2654910966171036,0.3841615765812937,0.23693648464297185
0.40154551707052033,0.47913864927733363,0.2655016331006347,0.3841219083961689,0.2369776428056159
0.4014907203968207,0.4791103984930921,0.2654769483207524,0.3841483055804942,0.23692160950017785
0.4014499227705879,0.4791445433709445,0.2655126447090867,0.3841912664597804,0.23695922968432317
0.4013727866058245,0.4791199993584083,0.2654517525541664,0.3842066581111898,0.23697159075359558
0.4013341180393588,0.47904031279123427,0.2655052765261405,0.3842083005512202,0.2369997730039767
0.40133743567291985,0.4789818823568434,0.26554954412563525,0.3842017802957227,0.237010546345595
0.40130457072359793,0.47897367350122133,0.2655689873411698,0.38417837881465255,0.2370336316553328
0.40125395985400875,0.478981821439432,0.26555507358290964,0.3841771262040296,0.23702105043992036
0.4012371168609379,0.4789689514311014,0.26554716931213956,0.384233418739606,0.2369800962167594
0.4012076735572723,0.4790003206902692,0.26550770504801524,0.38422910658142884,0.2370442899217652
0.40124222040937874,0.47895139864693403,0.2655030338409611,0.3842442675610557,0.23699927220336608
0.4012518087390272,0.478930327509405,0.2654958735713742,0.3842778183962221,0.236972878927292
0.4013629573616467,0.47897310095744394,0.26555603029265323,0.38424849810194683,0.23695445281319827
0.40129539795179026,0.4789582389704221,0.2655761514210663,0.3841663392327939,0.2369605331428547
0.4012807210982169,0.4789685994846245,0.26556972628089365,0.3841493554944077,0.23691852390077148
0.401209358347791,0.4789727903123664,0.26555718864373107,0.3841378340637792,0.23691927206751845
0.40121472634360283,0.47896162364243927,0.2655345742097668,0.3840949187429062,0.23688698535950342
0.4012292181503784,0.478914306254499,0.2654903323709283,0.38410557903125464,0.23688615616129824
0.4012598929502189,0.47886332943446874,0.2654525617781488,0.38403129938136515,0.23688190891239852
0.40128190560551613,0.4788016184364521,0.26543693304122423,0.383994612984924,0.23686950638356374
0.40121886109311605,0.47879001420812545,0.265441233098536,0.3839512361067706,0.2368863145689014
0.4012437901704902,0.47878501594298806,0.2655036108303316,0.3839758629049896,0.23686101380590485
0.4012729528042559,0.4788278688400137,0.26553487327249375,0.3839338951531627,0.23686350401694506
0.40127897288410236,0.47885738282302354,0.26550948292356624,0.3839338844471215,0.2368146886476672
0.401316055540364,0.47887234470096224,0.2655047192324705,0.38389207711943657,0.23682569579883905
0.4012887778332311,0.47888873355463596,0.26555676178931836,0.38380184242757853,0.23682234470902508
0.4013155305438776,0.47891720913965935,0.2655695486100629,0.38387076245821533,0.23680087068682784
0.4012547740359504,0.4789085096605032,0.2655708843691719,0.3838574104832482,0.23678060934421757
0.40127914856556,0.47889275935419756,0.2655984486436221,0.38389055102822983,0.23676830296842627
0.4012493035278842,0.47895460054328787,0.26561390163866805,0.3839272453443404,0.23678468023899185
0.40123752333684515,0.479004319231286,0.26563218523929366,0.38398623870330184,0.23678486437473772
0.4011632186180742,0.47897936623015164,0.26559014775076417,0.38396237009381196,0.23675391082080685
0.40116637870467686,0.47898186720776975,0.26557619753633493,0.38394934119715585,0.23677006667336614
0.4011473158188319,0.47895197116574684,0.2655895323682095,0.3839242599252435,0.23677668782451064
0.40114361051738445,0.4790241567221064,0.2655906925690671,0.38385367627345013,0.23679184752731547
0.40103219268306733,0.47900937828403134,0.2655854052162782,0.3838999215509862,0.23678890663620644
0.4010619465019436,0.47901927047818793,0.26556973475234574,0.38389724879725257,0.23678772294237566
0.4010562835045175,0.47898956008044585,0.2655487447943965,0.38391928286991317,0.23681592762863476
0.4010606379593394,0.4789488456781623,0.26549845272248396,0.38393203273664567,0.2368456347344288
0.40110229674907993,0.47896589986716687,0.2655367433885972,0.38390328953319425,0.23683640596026456
0.40105735088155336,0.47894812769817563,0.265539644475011,0.38387201946144506,0.23681823130072502
0.40104204918125097,0.47890796226330573,0.26559566052819955,0.38383780191125877,0.23690474961809577
0.401074744468603,0.47893565248413805,0.2655841232255096,0.3838161048352072,0.23687754815748058
0.4010615051693954,0.4789431522474164,0.26564129378155243,0.3838419978441595,0.23691675451797994
0.4010545676778422,0.4789099060039972,0.2656707408418299,0.3838544665873558,0.23690435565235785
0.4010651847169703,0.4789595298938192,0.2656751222834071,0.3838697918066556,0.23693263283523225
0.4010907427924133,0.4789295084858266,0.2656285765003365,0.3838858014311305,0.23696116682241417
0.40108427406909025,0.4788962350377216,0.2656087061154762,0.38387981749920413,0.23696526177296856
0.40110080345250126,0.47893457674711465,0.2655849737199512,0.3839291309727908,0.23693716728656736
0.4011532311998447,0.4790000918789564,0.2656243810082267,0.38393450433597326,0.2369542478287302
0.4011868536618247,0.47895418016201724,0.2655803005290315,0.3839583925324878,0.23687544322631196
0.4011491715677547,0.47889676171009254,0.2656206225108878,0.3840299020956842,0.23687225064976353
