4.0,0.0
4.0,0.0
4.0,0.0
4.0,0.0009989
4.0,0.0
4.0,0.0
4.0,0.0
4.0,0.0
4.0,0.0
4.0,0.0
8.0,0.0
8.0,0.0
8.0,0.0
8.0,0.0
8.0,0.0
8.0,0.0
8.0,0.0
8.0,0.0
8.0,0.0
8.0,0.0
16.0,0.0
16.0,0.0
16.0,0.0
16.0,0.0
16.0,0.0
16.0,0.0
16.0,0.0009998
16.0,0.0
16.0,0.0
16.0,0.0
32.0,0.0
32.0,0.0
32.0,0.0
32.0,0.0
32.0,0.0
32.0,0.0
32.0,0.0
32.0,0.0
32.0,0.0
32.0,0.0
64.0,0.0
64.0,0.0
64.0,0.0
64.0,0.0
64.0,0.0
64.0,0.0
64.0,0.0
64.0,0.0
64.0,0.0009979
64.0,0.0
128.0,0.0
128.0,0.0
128.0,0.0
128.0,0.0
128.0,0.0009979
128.0,0.0
128.0,0.0
128.0,0.0
128.0,0.0009993
128.0,0.0
256.0,0.0
256.0,0.0009989
256.0,0.0010007
256.0,0.0
256.0,0.0
256.0,0.0009979
256.0,0.0009993
256.0,0.0
256.0,0.0
256.0,0.0
512.0,0.0
512.0,0.0
512.0,0.0
512.0,0.0
512.0,0.0
512.0,0.0
512.0,0.0
512.0,0.0
512.0,0.0
512.0,0.0010035
1024.0,0.0
1024.0,0.0009998
1024.0,0.0010007
1024.0,0.0009989
1024.0,0.0009993
1024.0,0.0009993
1024.0,0.0009998
1024.0,0.0
1024.0,0.0
1024.0,0.0010012
2048.0,0.0009993
2048.0,0.0019986
2048.0,0.0010012
2048.0,0.0019991
2048.0,0.0019981
2048.0,0.0019987
2048.0,0.0019991
2048.0,0.0019991
2048.0,0.0009984
2048.0,0.0019986
4096.0,0.0029984
4096.0,0.0039982
4096.0,0.0029984
4096.0,0.0029979
4096.0,0.0029984
4096.0,0.0029984
4096.0,0.0029989
4096.0,0.0029984
4096.0,0.0029974
4096.0,0.0029984
8192.0,0.0059964
8192.0,0.0059963
8192.0,0.0059963
8192.0,0.0059968
8192.0,0.0059964
8192.0,0.0060145
8192.0,0.0060164
8192.0,0.0059973
8192.0,0.0059968
8192.0,0.0069961
16384.0,0.0129934
16384.0,0.0129934
16384.0,0.0119932
16384.0,0.0149897
16384.0,0.0119931
16384.0,0.0129925
16384.0,0.0139918
16384.0,0.0140109
16384.0,0.0129953
16384.0,0.0129934
32768.0,0.0259853
32768.0,0.0269847
32768.0,0.0259845
32768.0,0.0259849
32768.0,0.0259854
32768.0,0.0269847
32768.0,0.0269866
32768.0,0.026005
32768.0,0.0259858
32768.0,0.0259835
65536.0,0.0519702
65536.0,0.0619452
65536.0,0.0519703
65536.0,0.0519717
65536.0,0.0529705
65536.0,0.0519689
65536.0,0.0529705
65536.0,0.0539903
65536.0,0.0519675
65536.0,0.0539694
131072.0,0.1079392
131072.0,0.1059406
131072.0,0.105938
131072.0,0.1079558
131072.0,0.1069276
131072.0,0.1069443
131072.0,0.1079352
131072.0,0.1069368
131072.0,0.1089378
131072.0,0.1059399
262144.0,0.2138742
262144.0,0.2218573
262144.0,0.2138825
262144.0,0.2158896
262144.0,0.2158732
262144.0,0.2178761
262144.0,0.215876
262144.0,0.2128786
262144.0,0.2148754
262144.0,0.2148945
