4.0,0.0
4.0,0.0
4.0,0.0
4.0,0.0
4.0,0.0
4.0,0.0
4.0,0.0
4.0,0.0
4.0,0.0
4.0,0.0
8.0,0.0010006427764892578
8.0,0.0
8.0,0.0
8.0,0.0
8.0,0.0
8.0,0.0
8.0,0.0
8.0,0.0
8.0,0.0
8.0,0.0
16.0,0.0
16.0,0.0
16.0,0.0
16.0,0.0
16.0,0.0
16.0,0.0
16.0,0.0
16.0,0.0
16.0,0.0
16.0,0.0
32.0,0.0
32.0,0.0
32.0,0.0
32.0,0.0
32.0,0.0
32.0,0.0
32.0,0.0
32.0,0.0
32.0,0.0
32.0,0.0
64.0,0.0
64.0,0.0
64.0,0.0
64.0,0.0
64.0,0.0
64.0,0.0
64.0,0.0
64.0,0.0
64.0,0.0
64.0,0.0
128.0,0.0
128.0,0.0
128.0,0.0
128.0,0.0
128.0,0.00099945068359375
128.0,0.0
128.0,0.0
128.0,0.0
128.0,0.0
128.0,0.0009992122650146484
256.0,0.0
256.0,0.0
256.0,0.00500035285949707
256.0,0.0010035037994384766
256.0,0.0
256.0,0.0
256.0,0.0010013580322265625
256.0,0.0010004043579101562
256.0,0.0
256.0,0.0
512.0,0.000997304916381836
512.0,0.0009989738464355469
512.0,0.0009996891021728516
512.0,0.0030105113983154297
512.0,0.00099945068359375
512.0,0.0019876956939697266
512.0,0.0
512.0,0.0010004043579101562
512.0,0.0009996891021728516
512.0,0.0
1024.0,0.00299835205078125
1024.0,0.0019991397857666016
1024.0,0.002997875213623047
1024.0,0.0019991397857666016
1024.0,0.0009992122650146484
1024.0,0.0009989738464355469
1024.0,0.00099945068359375
1024.0,0.0009980201721191406
1024.0,0.0
1024.0,0.0009996891021728516
2048.0,0.0019996166229248047
2048.0,0.0030069351196289062
2048.0,0.001999378204345703
2048.0,0.0019981861114501953
2048.0,0.0019986629486083984
2048.0,0.005996227264404297
2048.0,0.0019986629486083984
2048.0,0.0019991397857666016
2048.0,0.0069963932037353516
2048.0,0.0009999275207519531
4096.0,0.00299835205078125
4096.0,0.003998279571533203
4096.0,0.0029985904693603516
4096.0,0.012992143630981445
4096.0,0.00299835205078125
4096.0,0.002998828887939453
4096.0,0.0029973983764648438
4096.0,0.0059964656829833984
4096.0,0.0029985904693603516
4096.0,0.00399327278137207
8192.0,0.0069959163665771484
8192.0,0.005997180938720703
8192.0,0.0069963932037353516
8192.0,0.0059967041015625
8192.0,0.006995201110839844
8192.0,0.014991283416748047
8192.0,0.012993335723876953
8192.0,0.00699615478515625
8192.0,0.0059969425201416016
8192.0,0.0059964656829833984
16384.0,0.013992547988891602
16384.0,0.012992620468139648
16384.0,0.013012886047363281
16384.0,0.014011859893798828
16384.0,0.011993408203125
16384.0,0.012992620468139648
16384.0,0.012992620468139648
16384.0,0.011992454528808594
16384.0,0.012993097305297852
16384.0,0.012992143630981445
32768.0,0.03000164031982422
32768.0,0.026004791259765625
32768.0,0.025965213775634766
32768.0,0.02696514129638672
32768.0,0.026002883911132812
32768.0,0.025983572006225586
32768.0,0.025985240936279297
32768.0,0.0259859561920166
32768.0,0.026983261108398438
32768.0,0.025984525680541992
