4.0,0.0074851
4.0,0.0049905
4.0,0.0069872
4.0,0.0069872
4.0,0.0044917
4.0,0.0069873
4.0,0.0044917
4.0,0.011479
4.0,0.0094818
4.0,0.0054892
8.0,0.0214623
8.0,0.022456
8.0,0.0244537
8.0,0.0204625
8.0,0.0314409
8.0,0.0314419
8.0,0.0209599
8.0,0.0274488
8.0,0.0239554
8.0,0.0204611
16.0,0.1207756
16.0,0.1147863
16.0,0.1048035
16.0,0.118281
16.0,0.0988146
16.0,0.1252664
16.0,0.0943252
16.0,0.0968216
16.0,0.0863381
16.0,0.1242686
32.0,0.394267
32.0,0.4441737
32.0,0.41972
32.0,0.4207179
32.0,0.3313837
32.0,0.4182225
32.0,0.3698123
32.0,0.4341923
32.0,0.3548385
32.0,0.4127328
64.0,1.7297828
64.0,1.4348314
64.0,1.305571
64.0,1.3005828
64.0,1.3974007
64.0,1.4248509
64.0,1.432336
64.0,1.3629632
64.0,1.512687
64.0,1.4632786
128.0,5.6944095
128.0,5.9868681
128.0,6.7988541
128.0,6.4989137
128.0,6.206957
128.0,6.5303551
128.0,6.9875035
128.0,5.9519305
128.0,6.5847541
128.0,6.7664158
256.0,25.4985773
256.0,24.9451075
256.0,26.6858504
256.0,26.6334879
256.0,25.8793681
256.0,27.4793945
256.0,26.1982772
256.0,26.5436345
256.0,24.9146649
256.0,25.7555996
512.0,105.3176322
512.0,106.4834622
512.0,100.7880563
512.0,100.7830653
512.0,102.9475399
512.0,107.2620156
512.0,105.3136396
512.0,104.0774382
512.0,104.6174369
512.0,107.3683176
1024.0,419.2198436
1024.0,425.4223088
1024.0,420.4730151
1024.0,416.0941563
1024.0,412.1974034
1024.0,422.2362333
1024.0,425.6064659
1024.0,422.6549544
1024.0,418.3459679
