1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0.4337771377405447,0.45848001099816516,0.46300727706343103,0.46323219894153245,0.462322586939282,0.45303242788796116,0.4462503384143627,0.45701845332816626,0.45814400162072905,0.4715301910998015,0.4718614981519076,0.48070143046729075,0.4707644876204552,0.4688178989430034,0.4625491741945714,0.4659955284736811,0.46794264772344646,0.4650142441200015,0.46091671941688805
